Index,composition,target,pred-0,uncertainty
73,Ba4Ce4Mn8O24,119.11416625976562,116.85039520263672,3.9706521034240723
74,Ba4Dy4Fe8O24,236.1773223876953,226.1663818359375,17.735580444335938
75,Ba4Dy4Mn8O24,137.40870666503906,136.83973693847656,5.9367451667785645
76,Ba4Gd4Co8O24,130.59739685058594,131.3472900390625,6.82429838180542
77,Ba4Gd4Fe8O24,108.66685485839844,105.96240997314453,5.513961315155029
78,Ba4Gd4Mn8O24,105.69316864013672,106.98719024658203,4.205233573913574
79,Ba4Ho4Fe8O24,254.26504516601562,255.66525268554688,19.498517990112305
80,Ba4Ho4Mn8O24,144.19456481933594,140.84274291992188,6.3126444816589355
81,Ba4La1Mn8Zn3O24,244.55892944335938,253.05801391601562,14.469852447509766
82,Ba4La1Zn3Co8O24,259.72113037109375,267.63702392578125,12.51331615447998
83,Ba4La1Zn3Ni8O24,0.0,23.0155029296875,50.9228401184082
84,Ba4La4Co8O24,117.65052795410156,113.233154296875,4.72667932510376
85,Ba4La4Cr8O24,62.167964935302734,64.49539184570312,8.567441940307617
86,Ba4La4Fe8O24,3.608107328414917,-0.036285400390625,1.2635716199874878
87,Ba4La4Ga8O24,169.76937866210938,163.76329040527344,7.759467601776123
88,Ba4La4Ni8O24,210.80892944335938,211.88882446289062,7.851305961608887
89,Ba4La4Sc8O24,42.295894622802734,44.913089752197266,5.33659553527832
90,Ba4La4Ti8O24,13.804608345031738,12.148765563964844,2.9769058227539062
91,Ba4Mg4Fe8O24,408.48858642578125,415.09515380859375,39.20934295654297
92,Ba4Nd4Mn8O24,93.96023559570312,90.69783782958984,3.0564000606536865
93,Ba4Pr4Co8O24,113.9014892578125,116.23675537109375,4.968870639801025
94,Ba4Pr4Cr8O24,100.44019317626953,104.56175994873047,11.692530632019043
95,Ba4Pr4Fe8O24,78.18172454833984,75.14671325683594,6.467588901519775
96,Ba4Pr4Ga8O24,234.8007049560547,240.93569946289062,9.420433044433594
97,Ba4Pr4Hf4Co4O24,99.76252746582031,95.75532531738281,16.16497230529785
98,Ba4Pr4Hf4Fe4O24,0.0,4.03997802734375,23.160472869873047
99,Ba4Pr4Hf4Ni4O24,230.92190551757812,238.87948608398438,14.286441802978516
100,Ba4Pr4Hf6Co2O24,48.46453094482422,113.90442657470703,106.77790832519531
101,Ba4Pr4Hf7Co1O24,185.5245361328125,196.46243286132812,15.801156044006348
102,Ba4Pr4Hf7Ni1O24,229.06468200683594,241.8614501953125,15.186555862426758
103,Ba4Pr4Mn6Co2O24,86.53565979003906,108.90222930908203,13.080141067504883
104,Ba4Pr4Mn6Cu2O24,132.10902404785156,132.3770751953125,5.364151954650879
105,Ba4Pr4Mn6Fe2O24,80.4591064453125,96.01565551757812,7.286658763885498
106,Ba4Pr4Mn6Ni2O24,112.57384490966797,126.82368469238281,6.8171772956848145
107,Ba4Pr4Mn8O24,53.5428581237793,55.606536865234375,5.194064140319824
108,Ba4Pr4Nb4Co4O24,52.0286750793457,50.8049430847168,4.627253532409668
109,Ba4Pr4Nb4Fe4O24,42.168975830078125,35.177207946777344,5.040478706359863
110,Ba4Pr4Nb4Ni4O24,134.50643920898438,141.2574462890625,8.601784706115723
111,Ba4Pr4Nb6Co2O24,251.36029052734375,279.27313232421875,36.8759651184082
112,Ba4Pr4Nb7Fe1O24,202.66455078125,215.4252166748047,16.266847610473633
113,Ba4Pr4Ni8O24,214.36416625976562,220.47105407714844,9.35569953918457
114,Ba4Pr4Sc8O24,94.3019027709961,96.27149963378906,6.337024211883545
115,Ba4Pr4Ta4Co4O24,39.961795806884766,38.44911193847656,4.323492050170898
116,Ba4Pr4Ta4Fe4O24,31.520248413085938,26.017105102539062,4.698080062866211
117,Ba4Pr4Ta4Ni4O24,139.34507751464844,141.10610961914062,11.631782531738281
118,Ba4Pr4Ta7Co1O24,280.87646484375,294.0719299316406,18.591365814208984
119,Ba4Pr4Ta7Fe1O24,286.0149230957031,289.9927978515625,19.57605743408203
120,Ba4Pr4Ta7Ni1O24,299.6924743652344,316.2461853027344,18.167949676513672
121,Ba4Pr4Ti8O24,11.590498924255371,11.862617492675781,3.912585496902466
122,Ba4Pr4V8O24,57.14438247680664,61.010276794433594,9.99384593963623
123,Ba4Pr4Zr4Co4O24,77.86843872070312,83.12672424316406,6.6585001945495605
124,Ba4Pr4Zr4Fe4O24,126.77734375,131.2813720703125,22.316314697265625
125,Ba4Pr4Zr6Fe2O24,202.28395080566406,196.32528686523438,16.57135772705078
126,Ba4Pr4Zr6Ni2O24,128.44886779785156,137.82931518554688,9.747560501098633
127,Ba4Pr4Zr7Co1O24,165.77842712402344,182.63365173339844,16.64560890197754
128,Ba4Pr4Zr7Fe1O24,175.56939697265625,176.98220825195312,12.982248306274414
129,Ba4Pr4Zr7Ni1O24,211.47682189941406,224.01678466796875,18.340410232543945
130,Ba4Sm4Fe8O24,157.71559143066406,162.34539794921875,8.977389335632324
131,Ba4Sn4Hf1Zr6Fe1O24,85.233642578125,90.47391510009766,5.341333389282227
132,Ba4Sn4Zr7Fe1O24,137.1260528564453,137.97732543945312,5.458041191101074
133,Ba4Sr4Al1Fe7O24,127.82579040527344,124.74891662597656,4.513054847717285
134,Ba4Sr4Al6Fe2O24,206.15823364257812,201.13172912597656,6.724804878234863
135,Ba4Sr4Al8O24,212.30252075195312,208.59414672851562,8.962311744689941
136,Ba4Sr4Co4Ni4O24,223.624755859375,229.56422424316406,9.39413833618164
137,Ba4Sr4Co6Ni2O24,182.22097778320312,178.51943969726562,5.9893035888671875
138,Ba4Sr4Co8O24,122.3160400390625,126.58746337890625,4.585230350494385
139,Ba4Sr4Cu8O24,288.486572265625,294.2566223144531,14.0333251953125
140,Ba4Sr4Fe1Co7O24,120.40352630615234,125.57124328613281,3.8762218952178955
141,Ba4Sr4Fe1Ni7O24,242.96546936035156,243.75466918945312,8.877313613891602
142,Ba4Sr4Fe2Co6O24,123.75401306152344,127.23171997070312,3.8400208950042725
143,Ba4Sr4Fe2Cu6O24,253.56044006347656,259.1379089355469,9.213448524475098
144,Ba4Sr4Fe2Ni6O24,228.16969299316406,225.4766845703125,7.766203880310059
145,Ba4Sr4Fe4Co4O24,126.79849243164062,126.31396484375,4.658344268798828
146,Ba4Sr4Fe4Cu4O24,218.94639587402344,216.0144805908203,8.259053230285645
147,Ba4Sr4Fe4Ni4O24,184.9014434814453,183.72792053222656,7.3863348960876465
148,Ba4Sr4Fe6Cu2O24,151.7974395751953,151.50181579589844,5.344309329986572
149,Ba4Sr4Fe7Co1O24,117.24706268310547,118.80180358886719,5.0511345863342285
150,Ba4Sr4Ga2Fe6O24,145.1978302001953,147.0048370361328,5.5152459144592285
151,Ba4Sr4Ga4Fe4O24,202.68968200683594,209.17111206054688,8.733962059020996
152,Ba4Sr4Ga6Fe2O24,251.77174377441406,261.34063720703125,9.56402587890625
153,Ba4Sr4Ga8O24,289.7129821777344,295.1987609863281,14.457659721374512
154,Ba4Sr4Mn1Co7O24,124.84257507324219,127.40648651123047,3.7745237350463867
155,Ba4Sr4Mn1Fe7O24,97.9185791015625,105.1054458618164,3.7993855476379395
156,Ba4Sr4Mn1Ni7O24,251.70347595214844,251.91290283203125,9.340071678161621
157,Ba4Sr4Mn2Co6O24,134.599609375,135.63902282714844,3.9765617847442627
158,Ba4Sr4Mn2Fe6O24,104.37297058105469,106.43775177001953,3.945441961288452
159,Ba4Sr4Mn4Co4O24,138.0912322998047,137.70391845703125,5.0548553466796875
160,Ba4Sr4Mn4Ni4O24,199.57809448242188,203.807861328125,7.294090747833252
161,Ba4Sr4Mn6Co2O24,165.10972595214844,165.03135681152344,6.433627605438232
162,Ba4Sr4Mn6Fe2O24,126.81816864013672,121.97040557861328,4.252742767333984
163,Ba4Sr4Mn6Ni2O24,180.03517150878906,177.9742431640625,6.855342388153076
164,Ba4Sr4Mn7Co1O24,162.78421020507812,151.37002563476562,5.813202381134033
165,Ba4Sr4Mn7Fe1O24,133.88336181640625,130.58206176757812,4.494154453277588
166,Ba4Sr4Mn8O24,137.79190063476562,137.53619384765625,6.043884754180908
167,Ba4Sr4Ni4Co4O24,227.71775817871094,229.56423950195312,9.394139289855957
168,Ba4Sr4Ni6Co2O24,283.04241943359375,274.0387268066406,10.146759986877441
169,Ba4Sr4Ni7Co1O24,272.87158203125,266.85626220703125,9.487920761108398
170,Ba4Sr4Ni8O24,296.6302185058594,294.0299377441406,13.8318452835083
171,Ba4Sr4V8O24,66.96310424804688,69.26144409179688,9.055630683898926
172,Ba4Sr4Zn1Fe7O24,119.77498626708984,121.62373352050781,4.652438163757324
173,Ba4Sr4Zn2Fe6O24,150.4727020263672,156.54241943359375,6.02606201171875
174,Ba4Sr4Zn4Fe4O24,219.40213012695312,222.4271240234375,10.019185066223145
175,Ba4Sr4Zn6Fe2O24,294.8931884765625,290.3919982910156,13.068558692932129
176,Ba4Sr4Zn8O24,377.50201416015625,367.5033874511719,27.774404525756836
177,Ba4Y4Cr8O24,160.8491668701172,170.96803283691406,8.535330772399902
178,Ba4Y4Ga8O24,267.85443115234375,268.00341796875,11.1339111328125
179,Ba4Y4Ni8O24,190.87088012695312,189.87966918945312,13.71243953704834
180,Ba4Y4Sc8O24,126.61616516113281,128.81768798828125,6.089446544647217
181,Ba4Y4Ti8O24,70.04324340820312,73.32957458496094,5.519914150238037
182,Ba4Y4V8O24,71.75494384765625,70.53671264648438,7.767772674560547
183,Ba5Bi2La1Fe8O24,127.37818908691406,138.86875915527344,10.774125099182129
184,Ba5Cd2La1Fe8O24,166.1874237060547,168.12002563476562,11.51761531829834
185,Ba5Sn2La1Fe8O24,276.0287170410156,278.6950988769531,11.944629669189453
186,Ba6Bi1La1Fe8O24,93.4258041381836,93.9063491821289,5.463261604309082
187,Ba6Bi2Zr7Fe1O24,0.2022891789674759,-0.3361968994140625,0.8794367909431458
188,Ba6Ca2Fe8O24,118.30376434326172,121.12953186035156,5.446874141693115
189,Ba6Cd1La1Fe8O24,114.55464172363281,114.44715881347656,7.430958271026611
190,Ba6Cd2Hf1Zr6Fe1O24,0.0,0.0583648681640625,1.158593773841858
191,Ba6Cd2Zr7Fe1O24,59.18382263183594,57.97492218017578,6.193821907043457
192,Ba6Ce2Fe8O24,120.21481323242188,118.86448669433594,4.678334712982178
193,Ba6Dy2Fe8O24,121.36842346191406,123.27619934082031,5.629775047302246
194,Ba6Gd2Fe8O24,98.51156616210938,92.93820190429688,6.645083904266357
195,Ba6Hf2Mn6Zn2O24,219.4705352783203,222.61376953125,7.46341609954834
196,Ba6Hf2Zn2Co6O24,245.6479949951172,250.3642578125,8.47105884552002
197,Ba6Hf2Zn2Fe6O24,229.79013061523438,236.8909912109375,15.518052101135254
198,Ba6Hf2Zn2Ni6O24,396.8833312988281,403.68267822265625,17.35407829284668
199,Ba6Ho2Fe8O24,129.12841796875,128.10430908203125,5.643854141235352
200,Ba6La2Fe4Co4O24,100.97112274169922,105.03944396972656,5.206730365753174
201,Ba6La2Fe8O24,60.356693267822266,60.8825569152832,3.4139978885650635
202,Ba6Mg2Fe8O24,236.66468811035156,242.47720336914062,17.6751708984375
203,Ba6Mn8Zn2O24,276.2173767089844,278.5491943359375,12.125129699707031
204,Ba6Nb2Zn2Co6O24,210.37521362304688,211.73428344726562,7.388258457183838
205,Ba6Nb2Zn2Fe6O24,214.1857452392578,216.2510223388672,21.189151763916016
206,Ba6Pr2Fe8O24,67.13987731933594,63.30943298339844,3.6887245178222656
207,Ba6Sm2Fe8O24,88.11492919921875,88.01362609863281,4.157008171081543
208,Ba6Sn1La1Fe8O24,158.4270477294922,148.044677734375,11.934703826904297
209,Ba6Sn2Fe8O24,283.9064636230469,286.4434509277344,12.02978229522705
210,Ba6Sn2Hf1Zr6Fe1O24,3.509828567504883,5.1324462890625,2.2342400550842285
211,Ba6Sn2Zr7Fe1O24,52.48224639892578,49.98099136352539,6.850958824157715
212,Ba6Ta2Mn6Zn2O24,193.0378875732422,192.65817260742188,6.756051063537598
213,Ba6Ta2Zn2Co6O24,200.2688751220703,207.5597381591797,6.8440165519714355
214,Ba6Ta2Zn2Fe6O24,182.1290283203125,171.99732971191406,8.068927764892578
215,Ba6Ti2Zn2Co6O24,222.9273223876953,226.41726684570312,8.364595413208008
216,Ba6Ti2Zn2Fe6O24,241.53770446777344,244.80755615234375,22.685209274291992
217,Ba6Ti2Zn2Ni6O24,388.3951721191406,398.4852294921875,19.14553451538086
218,Ba6Zn2Co8O24,249.5494384765625,256.1867980957031,10.107075691223145
219,Ba6Zn2Fe8O24,239.2147674560547,244.2889404296875,10.090279579162598
220,Ba6Zn2Ni8O24,407.1471862792969,432.8818664550781,24.186859130859375
221,Ba6Zr2Mn6Zn2O24,201.40211486816406,203.74603271484375,7.1742143630981445
222,Ba6Zr2Zn2Co6O24,218.80056762695312,220.16644287109375,7.88413667678833
223,Ba6Zr2Zn2Fe6O24,296.501220703125,244.3739013671875,33.135719299316406
224,Ba6Zr2Zn2Ni6O24,344.7992858886719,361.1293640136719,14.314814567565918
225,Ba7Bi1Fe8O24,100.94922637939453,104.66985321044922,3.9767932891845703
226,Ba7Bi1Zr7Fe1O24,0.0,-0.223876953125,0.7721332907676697
227,Ba7Cd1Fe8O24,126.88631439208984,126.77313995361328,5.684601306915283
228,Ba7Cd1Zr7Fe1O24,22.47840118408203,20.612106323242188,2.1625959873199463
229,Ba7Ce1Fe8O24,87.31329345703125,87.93875122070312,3.2126078605651855
230,Ba7Dy1Fe8O24,95.14422607421875,99.35427856445312,3.2254366874694824
231,Ba7Gd1Fe8O24,83.9207992553711,85.03507995605469,3.694448709487915
232,Ba7Ho1Fe8O24,99.06622314453125,101.12545013427734,3.3733153343200684
233,Ba7La1Fe4Co4O24,111.44229125976562,113.67472839355469,5.569296360015869
234,Ba7La1Fe6Co2O24,97.04621887207031,98.84259796142578,6.213176727294922
235,Ba7La1Fe8O24,66.07660675048828,66.85283660888672,3.4669859409332275
236,Ba7Mn8Zn1O24,202.0924530029297,202.91859436035156,9.22176742553711
237,Ba7Nd1Fe8O24,71.90055847167969,70.59962463378906,2.356074333190918
238,Ba7Sm1Fe8O24,78.67122650146484,78.45862579345703,2.5327885150909424
239,Ba7Sn1Fe8O24,185.40420532226562,174.7035675048828,9.748188018798828
240,Ba7Sn1Hf1Zr6Fe1O24,0.0,-0.1305084228515625,0.8893002867698669
241,Ba7Sn1Zr7Fe1O24,21.172086715698242,21.969383239746094,3.057645082473755
242,Ba7Sr1Mn1Fe7O24,87.78436279296875,88.75782012939453,4.254977703094482
243,Ba7Sr1Mn2Fe6O24,93.67170715332031,94.05337524414062,5.247805595397949
244,Ba7Zn1Fe8O24,150.37103271484375,142.92271423339844,6.855896949768066
245,Ba8Al1Fe7O24,113.13529968261719,109.026611328125,6.114091396331787
246,Ba8Al2Fe6O24,136.31607055664062,131.37823486328125,7.398275375366211
247,Ba8Al4Fe4O24,175.37962341308594,172.79556274414062,8.085408210754395
248,Ba8Al6Fe2O24,201.81756591796875,204.30181884765625,8.517655372619629
249,Ba8Al8O24,227.4912872314453,228.53323364257812,11.030838012695312
250,Ba8Co6Ni2O24,191.11305236816406,189.20901489257812,7.2456536293029785
251,Ba8Co7Ni1O24,159.11770629882812,159.44625854492188,6.1063923835754395
252,Ba8Co8O24,124.5421142578125,120.38479614257812,6.4773430824279785
253,Ba8Cr8O24,15.007828712463379,10.925544738769531,5.270659923553467
254,Ba8Cu8O24,274.3492736816406,282.40380859375,12.233254432678223
255,Ba8Fe1Ni7O24,217.25282287597656,222.53073120117188,9.636887550354004
256,Ba8Fe2Co6O24,120.41378784179688,120.42855072021484,4.955310821533203
257,Ba8Fe2Cu6O24,237.52127075195312,242.92626953125,8.69389820098877
258,Ba8Fe2Nb1Co5O24,122.31135559082031,119.36659240722656,5.697257041931152
259,Ba8Fe2Ni6O24,202.26980590820312,207.297119140625,9.54320240020752
260,Ba8Fe4Co4O24,123.93596649169922,127.01065826416016,6.480413913726807
261,Ba8Fe4Ir4O24,0.0,-0.34188079833984375,1.1201753616333008
262,Ba8Fe4Mo4O24,347.3830871582031,336.38897705078125,29.120302200317383
263,Ba8Fe4Ni4O24,174.06027221679688,176.20135498046875,9.000658988952637
264,Ba8Fe4Os4O24,0.0,-0.8243789672851562,1.068932056427002
265,Ba8Fe4Pd4O24,41.601287841796875,41.40961837768555,3.6582891941070557
266,Ba8Fe4Pt4O24,9.79676628112793,3.8444290161132812,2.0668811798095703
267,Ba8Fe4Re4O24,0.678471028804779,0.07292938232421875,1.1129493713378906
268,Ba8Fe4Rh4O24,7.487661838531494,2.340087890625,1.8242028951644897
269,Ba8Fe4Ru4O24,0.0,-0.8385009765625,1.017150640487671
270,Ba8Fe4Tc4O24,0.0,-0.3570709228515625,0.8202221989631653
271,Ba8Fe6Co2O24,108.53738403320312,108.76557922363281,6.966129302978516
272,Ba8Fe6Cu2O24,134.18069458007812,130.12196350097656,6.921346187591553
273,Ba8Fe6Ni2O24,137.4796600341797,132.59661865234375,7.779936790466309
274,Ba8Fe6Os2O24,29.459108352661133,28.580230712890625,1.8701937198638916
275,Ba8Fe6Pd2O24,69.2869644165039,67.96981811523438,3.623391628265381
276,Ba8Fe6Pt2O24,49.343284606933594,46.22243118286133,3.8261802196502686
277,Ba8Fe6Re2O24,5.900961399078369,2.7274703979492188,2.2214090824127197
278,Ba8Fe6Rh2O24,36.528221130371094,35.82048034667969,2.8292531967163086
279,Ba8Fe6Tc2O24,0.0,-0.3021240234375,0.7818106412887573
280,Ba8Fe7Cu1O24,103.80110931396484,103.43651580810547,5.610199451446533
281,Ba8Fe7Ir1O24,32.009403228759766,30.245384216308594,2.1971919536590576
282,Ba8Fe7Ni1O24,114.75434112548828,111.79408264160156,6.405961036682129
283,Ba8Fe7Os1O24,34.73422622680664,31.425064086914062,1.918302297592163
284,Ba8Fe7Pd1O24,75.87824249267578,72.77828216552734,3.4124319553375244
285,Ba8Fe7Pt1O24,63.68903350830078,62.79865646362305,3.4628677368164062
286,Ba8Fe7Re1O24,30.403270721435547,28.698020935058594,2.4885637760162354
287,Ba8Fe7Rh1O24,56.15299987792969,58.269344329833984,4.064815521240234
288,Ba8Fe7Ru1O24,36.36319351196289,34.29106903076172,2.1509807109832764
289,Ba8Fe7Tc1O24,0.0,-0.456146240234375,0.7859529852867126
290,Ba8Fe8O24,77.29127502441406,76.66527557373047,9.603541374206543
291,Ba8Ga2Fe6O24,128.36434936523438,128.8983917236328,6.665107727050781
292,Ba8Ga4Fe4O24,182.74090576171875,187.46176147460938,8.774336814880371
293,Ba8Ga6Fe2O24,238.334228515625,242.18304443359375,10.246761322021484
294,Ba8Ga8O24,278.3077697753906,282.96856689453125,13.771392822265625
295,Ba8Hf1Fe7O24,73.49783325195312,71.95265197753906,3.4395570755004883
296,Ba8Hf2Fe6O24,71.44563293457031,72.0256118774414,3.6040232181549072
297,Ba8Hf2Zr5Fe1O24,0.0,-0.2801055908203125,0.9147587418556213
298,Ba8Hf4Fe4O24,63.04573440551758,59.299644470214844,7.139744281768799
299,Ba8Hf4Ni4O24,177.44180297851562,182.835205078125,12.222128868103027
300,Ba8Hf4Zr3Fe1O24,1.167639970779419,0.04238128662109375,1.1551482677459717
301,Ba8Hf6Co2O24,70.2166748046875,71.93064880371094,4.321750164031982
302,Ba8Hf6Ni2O24,96.85869598388672,96.80450439453125,5.853574275970459
303,Ba8Hf7Co1O24,45.7531852722168,46.042476654052734,5.260860919952393
304,Ba8Hf7Fe1O24,23.501142501831055,23.61853790283203,2.2730085849761963
305,Ba8Hf7Ni1O24,51.864444732666016,62.044612884521484,7.4731292724609375
306,Ba8Hf8O24,8.21644401550293,4.3546600341796875,3.6405837535858154
307,Ba8Ir8O24,163.29786682128906,149.70516967773438,17.44939613342285
308,Ba8Mn1Fe7O24,83.5686264038086,78.6253662109375,4.800604343414307
309,Ba8Mn1Ni7O24,265.2705993652344,262.9875183105469,11.002177238464355
310,Ba8Mn2Co6O24,142.33395385742188,141.1298370361328,4.801578044891357
311,Ba8Mn2Fe6O24,90.60897064208984,97.94873046875,147.09771728515625
312,Ba8Mn2Zr1Fe5O24,0.0,33.23899841308594,44.17998123168945
313,Ba8Mn4Co4O24,155.6630401611328,152.61929321289062,6.352976322174072
314,Ba8Mn4Fe4O24,100.81566619873047,106.43204498291016,5.892486572265625
315,Ba8Mn4Ni4O24,215.60484313964844,215.4990234375,8.396697044372559
316,Ba8Mn6Co2O24,179.4128875732422,174.84915161132812,6.5562357902526855
317,Ba8Mn7Co1O24,168.517822265625,165.62606811523438,5.936088562011719
318,Ba8Mn8O24,159.40354919433594,150.14529418945312,6.8341803550720215
319,Ba8Mo8O24,643.729736328125,649.8009643554688,327.18011474609375
320,Ba8Nb1Fe7O24,69.43614196777344,66.74252319335938,4.445194721221924
321,Ba8Nb2Fe6O24,57.32200622558594,52.303768157958984,5.239194393157959
322,Ba8Nb4Co4O24,37.93324661254883,35.00556945800781,4.722437858581543
323,Ba8Nb4Fe4O24,24.184234619140625,22.733901977539062,3.180933713912964
324,Ba8Nb6Fe2O24,24.892608642578125,23.611190795898438,2.3025028705596924
325,Ba8Nb7Fe1O24,25.66391372680664,25.244895935058594,1.858398199081421
326,Ba8Nb7Ni1O24,74.77205657958984,75.3380355834961,4.723591327667236
327,Ba8Ni4Co4O24,260.1297302246094,261.07830810546875,12.680272102355957
328,Ba8Ni6Co2O24,250.25204467773438,248.60574340820312,11.569839477539062
329,Ba8Ni7Co1O24,245.69244384765625,252.45761108398438,10.23438549041748
330,Ba8Ni8O24,271.3193359375,269.28546142578125,12.254117012023926
